Date,PercentOfBaseline,Country,AirportName,State
6/13/2020,59,Canada,Montreal Trudeau,Quebec
6/14/2020,46,Canada,Montreal Trudeau,Quebec
6/15/2020,81,Canada,Montreal Trudeau,Quebec
6/16/2020,79,Canada,Montreal Trudeau,Quebec
6/17/2020,85,Canada,Montreal Trudeau,Quebec
6/18/2020,86,Canada,Montreal Trudeau,Quebec
6/19/2020,81,Canada,Montreal Trudeau,Quebec
6/20/2020,60,Canada,Montreal Trudeau,Quebec
6/21/2020,48,Canada,Montreal Trudeau,Quebec
6/22/2020,85,Canada,Montreal Trudeau,Quebec
6/23/2020,83,Canada,Montreal Trudeau,Quebec
6/24/2020,25,Canada,Montreal Trudeau,Quebec
6/25/2020,71,Canada,Montreal Trudeau,Quebec
6/26/2020,87,Canada,Montreal Trudeau,Quebec
6/27/2020,57,Canada,Montreal Trudeau,Quebec
6/28/2020,43,Canada,Montreal Trudeau,Quebec
6/29/2020,88,Canada,Montreal Trudeau,Quebec
6/30/2020,87,Canada,Montreal Trudeau,Quebec
7/1/2020,36,Canada,Montreal Trudeau,Quebec
7/2/2020,72,Canada,Montreal Trudeau,Quebec
7/3/2020,80,Canada,Montreal Trudeau,Quebec
7/4/2020,59,Canada,Montreal Trudeau,Quebec
7/5/2020,54,Canada,Montreal Trudeau,Quebec
7/6/2020,87,Canada,Montreal Trudeau,Quebec
7/7/2020,88,Canada,Montreal Trudeau,Quebec
7/8/2020,83,Canada,Montreal Trudeau,Quebec
7/9/2020,85,Canada,Montreal Trudeau,Quebec
7/10/2020,87,Canada,Montreal Trudeau,Quebec
7/11/2020,72,Canada,Montreal Trudeau,Quebec
7/12/2020,56,Canada,Montreal Trudeau,Quebec
7/13/2020,85,Canada,Montreal Trudeau,Quebec
7/14/2020,86,Canada,Montreal Trudeau,Quebec
7/15/2020,88,Canada,Montreal Trudeau,Quebec
7/16/2020,85,Canada,Montreal Trudeau,Quebec
7/17/2020,85,Canada,Montreal Trudeau,Quebec
7/18/2020,67,Canada,Montreal Trudeau,Quebec
7/19/2020,65,Canada,Montreal Trudeau,Quebec
7/20/2020,84,Canada,Montreal Trudeau,Quebec
7/21/2020,86,Canada,Montreal Trudeau,Quebec
7/22/2020,84,Canada,Montreal Trudeau,Quebec
7/23/2020,81,Canada,Montreal Trudeau,Quebec
7/24/2020,83,Canada,Montreal Trudeau,Quebec
7/25/2020,64,Canada,Montreal Trudeau,Quebec
7/26/2020,62,Canada,Montreal Trudeau,Quebec
7/27/2020,79,Canada,Montreal Trudeau,Quebec
7/28/2020,82,Canada,Montreal Trudeau,Quebec
7/29/2020,79,Canada,Montreal Trudeau,Quebec
7/30/2020,79,Canada,Montreal Trudeau,Quebec
7/31/2020,81,Canada,Montreal Trudeau,Quebec
8/1/2020,66,Canada,Montreal Trudeau,Quebec
8/2/2020,73,Canada,Montreal Trudeau,Quebec
8/3/2020,82,Canada,Montreal Trudeau,Quebec
8/4/2020,76,Canada,Montreal Trudeau,Quebec
8/5/2020,83,Canada,Montreal Trudeau,Quebec
8/6/2020,82,Canada,Montreal Trudeau,Quebec
8/7/2020,86,Canada,Montreal Trudeau,Quebec
8/8/2020,67,Canada,Montreal Trudeau,Quebec
8/9/2020,61,Canada,Montreal Trudeau,Quebec
8/10/2020,86,Canada,Montreal Trudeau,Quebec
8/11/2020,85,Canada,Montreal Trudeau,Quebec
8/12/2020,86,Canada,Montreal Trudeau,Quebec
8/13/2020,80,Canada,Montreal Trudeau,Quebec
8/14/2020,80,Canada,Montreal Trudeau,Quebec
8/15/2020,64,Canada,Montreal Trudeau,Quebec
8/16/2020,61,Canada,Montreal Trudeau,Quebec
8/17/2020,0,Canada,Montreal Trudeau,Quebec
8/18/2020,84,Canada,Montreal Trudeau,Quebec
8/19/2020,85,Canada,Montreal Trudeau,Quebec
8/20/2020,80,Canada,Montreal Trudeau,Quebec
8/21/2020,83,Canada,Montreal Trudeau,Quebec
8/22/2020,68,Canada,Montreal Trudeau,Quebec
8/23/2020,85,Canada,Montreal Trudeau,Quebec
8/24/2020,85,Canada,Montreal Trudeau,Quebec
8/25/2020,86,Canada,Montreal Trudeau,Quebec
8/26/2020,78,Canada,Montreal Trudeau,Quebec
8/27/2020,88,Canada,Montreal Trudeau,Quebec
8/28/2020,84,Canada,Montreal Trudeau,Quebec
8/29/2020,66,Canada,Montreal Trudeau,Quebec
8/30/2020,66,Canada,Montreal Trudeau,Quebec
8/31/2020,87,Canada,Montreal Trudeau,Quebec
9/1/2020,84,Canada,Montreal Trudeau,Quebec
9/2/2020,85,Canada,Montreal Trudeau,Quebec
9/3/2020,87,Canada,Montreal Trudeau,Quebec
9/4/2020,86,Canada,Montreal Trudeau,Quebec
9/5/2020,74,Canada,Montreal Trudeau,Quebec
9/6/2020,50,Canada,Montreal Trudeau,Quebec
9/7/2020,13,Canada,Montreal Trudeau,Quebec
9/8/2020,68,Canada,Montreal Trudeau,Quebec
9/9/2020,86,Canada,Montreal Trudeau,Quebec
9/10/2020,85,Canada,Montreal Trudeau,Quebec
9/11/2020,91,Canada,Montreal Trudeau,Quebec
9/12/2020,75,Canada,Montreal Trudeau,Quebec
9/13/2020,61,Canada,Montreal Trudeau,Quebec
9/14/2020,87,Canada,Montreal Trudeau,Quebec
9/15/2020,90,Canada,Montreal Trudeau,Quebec
9/16/2020,88,Canada,Montreal Trudeau,Quebec
9/17/2020,90,Canada,Montreal Trudeau,Quebec
9/18/2020,85,Canada,Montreal Trudeau,Quebec
9/19/2020,75,Canada,Montreal Trudeau,Quebec
9/20/2020,54,Canada,Montreal Trudeau,Quebec
9/21/2020,86,Canada,Montreal Trudeau,Quebec
9/22/2020,89,Canada,Montreal Trudeau,Quebec
9/23/2020,88,Canada,Montreal Trudeau,Quebec
9/24/2020,86,Canada,Montreal Trudeau,Quebec
9/25/2020,92,Canada,Montreal Trudeau,Quebec
9/26/2020,73,Canada,Montreal Trudeau,Quebec
9/27/2020,59,Canada,Montreal Trudeau,Quebec
9/28/2020,94,Canada,Montreal Trudeau,Quebec
9/29/2020,91,Canada,Montreal Trudeau,Quebec
9/30/2020,90,Canada,Montreal Trudeau,Quebec
10/1/2020,91,Canada,Montreal Trudeau,Quebec
10/2/2020,92,Canada,Montreal Trudeau,Quebec
10/3/2020,74,Canada,Montreal Trudeau,Quebec
10/4/2020,52,Canada,Montreal Trudeau,Quebec
10/5/2020,92,Canada,Montreal Trudeau,Quebec
10/6/2020,92,Canada,Montreal Trudeau,Quebec
10/7/2020,90,Canada,Montreal Trudeau,Quebec
10/8/2020,90,Canada,Montreal Trudeau,Quebec
10/9/2020,93,Canada,Montreal Trudeau,Quebec
10/10/2020,78,Canada,Montreal Trudeau,Quebec
10/11/2020,46,Canada,Montreal Trudeau,Quebec
10/12/2020,16,Canada,Montreal Trudeau,Quebec
10/13/2020,70,Canada,Montreal Trudeau,Quebec
10/14/2020,88,Canada,Montreal Trudeau,Quebec
10/15/2020,91,Canada,Montreal Trudeau,Quebec
10/16/2020,88,Canada,Montreal Trudeau,Quebec
3/16/2020,100,United States of America (the),Newark Liberty International ,New Jersey
3/17/2020,100,United States of America (the),Newark Liberty International ,New Jersey
3/18/2020,100,United States of America (the),Newark Liberty International ,New Jersey
3/19/2020,92,United States of America (the),Newark Liberty International ,New Jersey
3/20/2020,93,United States of America (the),Newark Liberty International ,New Jersey
3/21/2020,78,United States of America (the),Newark Liberty International ,New Jersey
3/22/2020,93,United States of America (the),Newark Liberty International ,New Jersey
3/23/2020,77,United States of America (the),Newark Liberty International ,New Jersey
3/24/2020,77,United States of America (the),Newark Liberty International ,New Jersey
3/25/2020,70,United States of America (the),Newark Liberty International ,New Jersey
3/26/2020,61,United States of America (the),Newark Liberty International ,New Jersey
3/27/2020,66,United States of America (the),Newark Liberty International ,New Jersey
3/28/2020,61,United States of America (the),Newark Liberty International ,New Jersey
3/29/2020,73,United States of America (the),Newark Liberty International ,New Jersey
3/30/2020,68,United States of America (the),Newark Liberty International ,New Jersey
3/31/2020,61,United States of America (the),Newark Liberty International ,New Jersey
4/1/2020,64,United States of America (the),Newark Liberty International ,New Jersey
4/2/2020,64,United States of America (the),Newark Liberty International ,New Jersey
4/3/2020,67,United States of America (the),Newark Liberty International ,New Jersey
4/4/2020,59,United States of America (the),Newark Liberty International ,New Jersey
4/5/2020,61,United States of America (the),Newark Liberty International ,New Jersey
4/6/2020,74,United States of America (the),Newark Liberty International ,New Jersey
4/7/2020,66,United States of America (the),Newark Liberty International ,New Jersey
4/8/2020,63,United States of America (the),Newark Liberty International ,New Jersey
4/9/2020,73,United States of America (the),Newark Liberty International ,New Jersey
4/10/2020,67,United States of America (the),Newark Liberty International ,New Jersey
4/11/2020,55,United States of America (the),Newark Liberty International ,New Jersey
4/12/2020,64,United States of America (the),Newark Liberty International ,New Jersey
4/13/2020,54,United States of America (the),Newark Liberty International ,New Jersey
4/14/2020,57,United States of America (the),Newark Liberty International ,New Jersey
4/15/2020,63,United States of America (the),Newark Liberty International ,New Jersey
4/16/2020,60,United States of America (the),Newark Liberty International ,New Jersey
4/17/2020,66,United States of America (the),Newark Liberty International ,New Jersey
4/18/2020,59,United States of America (the),Newark Liberty International ,New Jersey
4/19/2020,66,United States of America (the),Newark Liberty International ,New Jersey
4/20/2020,67,United States of America (the),Newark Liberty International ,New Jersey
4/21/2020,64,United States of America (the),Newark Liberty International ,New Jersey
4/22/2020,65,United States of America (the),Newark Liberty International ,New Jersey
4/23/2020,64,United States of America (the),Newark Liberty International ,New Jersey
4/24/2020,62,United States of America (the),Newark Liberty International ,New Jersey
4/25/2020,57,United States of America (the),Newark Liberty International ,New Jersey
4/26/2020,55,United States of America (the),Newark Liberty International ,New Jersey
4/27/2020,70,United States of America (the),Newark Liberty International ,New Jersey
4/28/2020,70,United States of America (the),Newark Liberty International ,New Jersey
4/29/2020,65,United States of America (the),Newark Liberty International ,New Jersey
4/30/2020,67,United States of America (the),Newark Liberty International ,New Jersey
5/1/2020,65,United States of America (the),Newark Liberty International ,New Jersey
5/2/2020,56,United States of America (the),Newark Liberty International ,New Jersey
5/3/2020,66,United States of America (the),Newark Liberty International ,New Jersey
5/4/2020,73,United States of America (the),Newark Liberty International ,New Jersey
5/5/2020,77,United States of America (the),Newark Liberty International ,New Jersey
5/6/2020,73,United States of America (the),Newark Liberty International ,New Jersey
5/7/2020,70,United States of America (the),Newark Liberty International ,New Jersey
5/8/2020,70,United States of America (the),Newark Liberty International ,New Jersey
5/9/2020,59,United States of America (the),Newark Liberty International ,New Jersey
5/10/2020,64,United States of America (the),Newark Liberty International ,New Jersey
5/11/2020,79,United States of America (the),Newark Liberty International ,New Jersey
5/12/2020,70,United States of America (the),Newark Liberty International ,New Jersey
5/13/2020,68,United States of America (the),Newark Liberty International ,New Jersey
5/14/2020,67,United States of America (the),Newark Liberty International ,New Jersey
5/15/2020,68,United States of America (the),Newark Liberty International ,New Jersey
5/16/2020,68,United States of America (the),Newark Liberty International ,New Jersey
5/17/2020,65,United States of America (the),Newark Liberty International ,New Jersey
5/18/2020,78,United States of America (the),Newark Liberty International ,New Jersey
5/19/2020,74,United States of America (the),Newark Liberty International ,New Jersey
5/20/2020,69,United States of America (the),Newark Liberty International ,New Jersey
5/21/2020,74,United States of America (the),Newark Liberty International ,New Jersey
5/22/2020,71,United States of America (the),Newark Liberty International ,New Jersey
5/23/2020,56,United States of America (the),Newark Liberty International ,New Jersey
5/24/2020,63,United States of America (the),Newark Liberty International ,New Jersey
5/25/2020,31,United States of America (the),Newark Liberty International ,New Jersey
5/26/2020,63,United States of America (the),Newark Liberty International ,New Jersey
5/27/2020,71,United States of America (the),Newark Liberty International ,New Jersey
5/28/2020,71,United States of America (the),Newark Liberty International ,New Jersey
5/29/2020,71,United States of America (the),Newark Liberty International ,New Jersey
5/30/2020,63,United States of America (the),Newark Liberty International ,New Jersey
5/31/2020,63,United States of America (the),Newark Liberty International ,New Jersey
6/1/2020,76,United States of America (the),Newark Liberty International ,New Jersey
6/2/2020,71,United States of America (the),Newark Liberty International ,New Jersey
6/3/2020,68,United States of America (the),Newark Liberty International ,New Jersey
6/4/2020,73,United States of America (the),Newark Liberty International ,New Jersey
6/5/2020,74,United States of America (the),Newark Liberty International ,New Jersey
6/6/2020,62,United States of America (the),Newark Liberty International ,New Jersey
6/7/2020,70,United States of America (the),Newark Liberty International ,New Jersey
6/8/2020,78,United States of America (the),Newark Liberty International ,New Jersey
6/9/2020,74,United States of America (the),Newark Liberty International ,New Jersey
6/10/2020,69,United States of America (the),Newark Liberty International ,New Jersey
6/11/2020,89,United States of America (the),Newark Liberty International ,New Jersey
6/12/2020,84,United States of America (the),Newark Liberty International ,New Jersey
